"Name";"Level";"Casting Time";"Duration";"School";"Ritual";"Range";"Components";"Classes";"Optional/Variant Classes";"Subclasses";"Text"
"Oplątujące Uderzenie";"1";"Akcja dodatkowa";"Koncentracja, do 1 min.";"Przywoływania";"False";"Na siebie";"W";"Ranger";"";"Paladin (Ancients)";"Po trafieniu celu pojawiają się na nim chwytające pnącza, a on wykonuje rzut obronny na Siłę. Duża lub większa istota ma przewagę w tym rzucie obronnym. W przypadku nieudanego rzutu obronnego, cel zostaje skrępowany do końca działania zaklęcia. W przypadku udanego rzutu obronnego, pnącza usychają, a zaklęcie kończy się. W stanie Skrępowania, cel otrzymuje 1d6 obrażeń Przebijających na początku każdej swojej tury. Cel lub istota znajdująca się w jego zasięgu może wykonać akcję, aby wykonać test Wytrzymałości (Atletyka) przeciwko DC ochrony przed zaklęciem. Jeśli się powiedzie, zaklęcie wygasa.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d6 za każdy slot zaklęć na poziomie wyższym niż 1."
"Oplątanie";"1";"Akcja";"Koncentracja, do 1 min.";"Przywoływania";"False";"27m (18)";"W, S";"Druid, Ranger";"";"Bard (Lore)";"Rośliny chwytające wyrastają z ziemi w kwadracie o boku 6 m (4) w zasięgu. Na czas trwania zaklęcia rośliny te zmieniają podłoże na tym obszarze w Trudny Teren. Znikają po zakończeniu działania zaklęcia. Każda istota (inna niż ty) znajdująca się na obszarze w momencie rzucenia zaklęcia musi wykonać rzut obronny na Siłę lub do końca działania zaklęcia będzie miała stan Skrępowania. Skrępowana istota może wykonać akcję, aby wykonać rzut obronny na Siłę (Atletyka). Jeśli się powiedzie, istota uwolni się od chwytających ją roślin i nie będzie już przez nie skrępowana."
"Ujarzmienie";"2";"Akcja";"1 min.";"Uroków";"False";"18m (12)";"W, S";"Bard, Warlock";"";"";"Tkasz rozpraszający ciąg słów, sprawiając, że wybrane przez ciebie istoty, które widzisz w zasięgu, wykonują rzut obronny na Mądrość. Każdej istocie, z którą walczysz ty lub twoi towarzysze, automatycznie udaje się wykonać ten rzut obronny. W przypadku nieudanego rzutu obronnego, cel otrzymuje karę -10 do testów Mądrości (Percepcji) i Pasywnej Percepcji do czasu zakończenia działania zaklęcia."
"Wybuchająca Ziemia";"3";"Akcja";"Natychmiastowy";"Przemiany";"False";"36m (24)";"W, S, M (kawałek obsydianu)";"";"Druid, Sorcerer, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Wybierz widoczny punkt na ziemi w swoim zasięgu. W sześcianie o boku 6 m (4) wyśrodkowanym na tym punkcie wybucha fontanna zmiażdżonej ziemi i kamieni. Każda istota w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku nieudanego rzutu obronnego istota otrzymuje 3d12 obrażeń kłutych lub o połowę mniej w przypadku udanego rzutu obronnego. Dodatkowo, ziemia w tym obszarze staje się trudnym terenem, dopóki nie zostanie oczyszczona. Każda część obszaru o powierzchni 1,5 m (1) kwadratowego wymaga co najmniej 1 minuty na ręczne oczyszczenie.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 4. poziomu lub wyższego, obrażenia wzrastają o 1d12 za każdy slot powyżej 3. poziomu."
"Eteryczność";"7";"Akcja";"8 godz.";"Przywoływania";"False";"Na siebie";"W, S";"Bard, Cleric, Sorcerer, Warlock, Wizard";"";"Sorcerer (Divine Soul)";"Wkraczasz do granicznych obszarów Płaszczyzny Eterycznej, gdzie pokrywa się ona z twoją obecną płaszczyzną. Pozostajesz w Granicznej Płaszczyźnie Eterycznej przez cały czas jej trwania. W tym czasie możesz poruszać się w dowolnym kierunku. Jeśli poruszasz się w górę lub w dół, każda stopa ruchu kosztuje dodatkową stopę. Możesz postrzegać płaszczyznę, którą opuściłeś, która wygląda na szarą i nie możesz zobaczyć niczego w odległości większej niż 18 m (12). Podczas przebywania na Płaszczyźnie Eterycznej możesz wpływać i podlegać wpływowi tylko istot, obiektów i efektów na tej płaszczyźnie. Stworzenia, które nie znajdują się na Płaszczyźnie Eterycznej, nie mogą cię postrzegać ani wchodzić z tobą w interakcje, chyba że jakaś cecha daje im taką możliwość.Po zakończeniu zaklęcia powracasz na płaszczyznę, którą opuściłeś w miejscu odpowiadającym twojej przestrzeni na Granicy Eterycznej. Jeśli pojawisz się w zajętej przestrzeni, zostaniesz przeniesiony do najbliższej niezajętej przestrzeni i otrzymasz obrażenia od Siły równe dwukrotności liczby stóp, o które zostałeś przeniesiony. Zaklęcie to kończy się natychmiast, jeśli rzucisz je, gdy jesteś na Płaszczyźnie Eterycznej lub płaszczyźnie, która z nią nie graniczy, takiej jak jedna z Płaszczyzn Zewnętrznych.

Na wyższych poziomach: Użycie miejsca na zaklęcie wyższego poziomu. Możesz celować w maksymalnie trzy chętne istoty (wliczając siebie) za każdy slot zaklęć na poziomie wyższym niż 7. Stworzenia muszą znajdować się w promieniu 3 m (2) od ciebie w momencie rzucania zaklęcia."
"Czarne macki Evarda";"4";"Akcja";"Koncentracja, do 1 min.";"Przywoływania";"False";"27m (18)";"W, S, M (macka)";"Wizard";"";"Sorcerer (Aberrant Mind), Sorcerer (Aberrant), Rogue (Arcane Trickster), Fighter (Eldritch Knight), Warlock (Fathomless), Warlock (Great Old One)";"Wijące się, hebanowe macki wypełniają kwadrat o boku 6 m (4) na ziemi, którą można dostrzec w zasięgu. Na czas działania, macki zamieniają podłoże w tym obszarze w Trudny Teren. Każda istota w tym obszarze wykonuje rzut obronny na Siłę. W przypadku nieudanego rzutu otrzymuje 3 x 6 obrażeń od obrażeń kłutych i do końca działania zaklęcia pozostaje w stanie Ograniczenia. Stworzenie również wykonuje ten rzut, jeśli wejdzie na ten obszar lub zakończy na nim swoją turę. Stworzenie wykonuje ten test tylko raz na turę. Skrępowane stworzenie może wykonać akcję, aby wykonać test Siły (Atletyka) przeciwko DC ochrony przed zaklęciem, kończąc stan na sobie w przypadku sukcesu."
"Szybki odwrót";"1";"Akcja dodatkowa";"Koncentracja, do 10 min.";"Przemiany";"False";"Na siebie";"W, S";"Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Wykonujesz akcję Dash i dopóki zaklęcie się nie skończy, możesz ponownie wykonać tę akcję jako akcję dodatkową."
"Użadlenie w oko";"6";"Akcja";"Koncentracja, do 1 min.";"Nekromancji";"False";"Na siebie";"W, S";"Bard, Sorcerer, Warlock, Wizard";"";"";"Na czas trwania zaklęcia twoje oczy stają się atramentową pustką. Jedna wybrana przez ciebie istota w promieniu 18 m (12) od ciebie, którą możesz zobaczyć, musi wykonać rzut obronny Mądrości lub zostać dotknięta jednym z poniższych efektów wybranych przez ciebie na czas trwania zaklęcia. W każdej swojej turze, aż do zakończenia zaklęcia, możesz wykonać akcję Magii, aby obrać za cel inną istotę, ale nie możesz ponownie obrać za cel istoty, której udało się wykonać rzut obronny przeciwko temu rzuceniu zaklęcia. Sen. Cel jest nieprzytomny. Obudzi się, jeśli otrzyma jakiekolwiek obrażenia lub jeśli inna istota wykona akcję, aby go obudzić. Spanikowany. Cel ma stan Przerażony. W każdej swojej turze przerażony cel musi wykonać akcję Dash i oddalić się od ciebie najbezpieczniejszą i najkrótszą dostępną drogą. Jeśli cel przemieści się na odległość co najmniej 18 m (12) od ciebie, gdzie nie może cię zobaczyć, efekt ten wygasa. Chory. Cel jest zatruty."
"Wytwarzanie";"4";"10 Min.";"Natychmiastowy";"Przemiany";"False";"36m (24)";"W, S";"Wizard";"";"Rogue (Arcane Trickster), Fighter (Eldritch Knight), Cleric (Forge)";"Przekształcasz surowce w produkty z tego samego materiału. Możesz na przykład stworzyć drewniany most z kępy drzew, linę z konopi lub ubrania z lnu lub wełny. Wybierz surowce, które widzisz w zasięgu. Możesz stworzyć duży lub mniejszy obiekt (mieszczący się w sześcianie o boku 3 m (2) lub ośmiu połączonych sześcianach o boku 1,5 m (1)), jeśli masz wystarczającą ilość materiału. Jeśli jednak pracujesz z metalem, kamieniem lub inną substancją mineralną, wytworzony przedmiot nie może być większy niż średni (mieszczący się w sześcianie o boku 1,5 m). Jakość wytworzonych przedmiotów zależy od jakości surowców. Zaklęcie to nie pozwala na tworzenie stworzeń i magicznych przedmiotów. Nie można go również używać do tworzenia przedmiotów wymagających wysokiego stopnia umiejętności - takich jak broń i zbroje - chyba że posiada się biegłość w posługiwaniu się typem narzędzi rzemieślniczych używanych do wytwarzania takich przedmiotów."
"Wróżkowy Ogień";"1";"Akcja";"Koncentracja, do 1 min.";"Wywoływania";"False";"18m (12)";"W";"Bard, Druid";"";"Warlock (Archfey), Bard (Lore), Cleric (Light), Ranger (Swarmkeeper), Cleric (Twilight)";"Obiekty w sześcianie o promieniu 6 m (4) w zasięgu są obrysowywane niebieskim, zielonym lub fioletowym światłem (do wyboru). Każda istota znajdująca się w sześcianie również zostaje obrysowana, jeśli nie wykona rzutu obronnego na Zręczność. Przez cały czas trwania, obiekty i istoty, których to dotyczy, rzucają Przyćmione Światło w promieniu 3 m (2) i nie mogą korzystać ze stanu Niewidzialności. Rzuty ataku przeciwko dotkniętej istocie lub obiektowi mają przewagę, jeśli atakujący może je zobaczyć."
"Fałszywe życie";"1";"Akcja";"Natychmiastowy";"Nekromancji";"False";"Na siebie";"W, S, M (kropla alkoholu)";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Cleric (Grave)";"Otrzymujesz 2d4 + 4 tymczasowe punkty wytrzymałości.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Zyskujesz dodatkowe 5 tymczasowych punktów wytrzymałości za każdy slot zaklęć na poziomie wyższym niż 1."
"Daleki krok";"5";"Akcja dodatkowa";"Koncentracja, do 1 min.";"Przywoływania";"False";"Na siebie";"W";"";"Sorcerer, Warlock, Wizard";"";"Teleportujesz się na odległość do 18 m (12) do niezajętej przestrzeni, którą widzisz. W każdej swojej turze przed zakończeniem działania zaklęcia możesz użyć dodatkowej akcji, aby ponownie teleportować się w ten sposób."
"Strach";"3";"Akcja";"Koncentracja, do 1 min.";"Iluzji";"False";"Na siebie";"W, S, M (białe pióro)";"Bard, Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Draconic), Fighter (Eldritch Knight), Ranger (Gloom Stalker), Wizard (Illusionist), Paladin (Conquest)";"Każda istota znajdująca się w promieniu 9 m (6) musi wykonać udany rzut obronny na Mądrość lub upuścić to, co trzyma w ręku, a jej stan Przerażenia będzie utrzymywał się przez cały czas trwania tego efektu. Jeśli stworzenie zakończy swoją turę w miejscu, w którym nie ma z tobą kontaktu wzrokowego, wykonuje rzut obronny na Mądrość. Jeśli rzut się powiedzie, zaklęcie przestaje działać na tę istotę."
"Piórkospadanie";"1";"Reakcja";"1 min.";"Przemiany";"False";"18m (12)";"W, M (małe piórko lub kawałek puchu)";"Bard, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Wybierz do pięciu spadających stworzeń w zasięgu. Szybkość opadania spadającej istoty spada do 18 m (12) na rundę, aż do zakończenia działania zaklęcia. Jeśli istota wyląduje przed zakończeniem zaklęcia, nie otrzyma żadnych obrażeń od upadku, a zaklęcie zakończy się dla tej istoty."
"Udawanie śmierci";"3";"Akcja";"1 godz.";"Nekromancji";"True";"Dotyk";"W, S, M (szczypta cmentarnego brudu)";"Bard, Cleric, Druid, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight)";"Dotykasz chętnej istoty i wprowadzasz ją w stan kataleptyczny, który jest nieodróżnialny od śmierci. Przez cały czas trwania, cel wydaje się martwy dla zewnętrznych oględzin i zaklęć używanych do określenia statusu celu. Cel jest oślepiony i ubezwłasnowolniony, a jego Szybkość wynosi 0. Cel posiada również odporność na wszystkie obrażenia z wyjątkiem obrażeń psychicznych oraz odporność na zatrucie."
"Znajdź znajomego";"1";"1 Hr.";"Natychmiastowy";"Przywoływania";"True";"3m (2)";"W, S, M (płonące kadzidło o wartości 10+ GP, które zużywa zaklęcie)";"Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Zyskujesz służbę znajomego, ducha, który przybiera wybraną przez ciebie zwierzęcą formę: nietoperza, kota, żaby, jastrzębia, jaszczurki, ośmiornicy, sowy, szczura, kruka, pająka, łasicy lub innej bestii o współczynniku wyzwania równym 0. Pojawiając się w niezajętej przestrzeni w zasięgu, znajomy ma statystyki wybranej formy, ale jest niebiański, Fey lub Fiend (do wyboru) zamiast bestii. Twój znajomy działa niezależnie od ciebie, ale słucha twoich poleceń. Połączenie telepatyczne. Gdy twój znajomy znajduje się w promieniu 30 m (20) od ciebie, możesz komunikować się z nim telepatycznie. Dodatkowo, jako akcję premiową, możesz widzieć oczami znajomego i słyszeć to, co on słyszy, aż do początku twojej następnej tury, zyskując korzyści z wszelkich specjalnych zmysłów, które posiada. Wreszcie, kiedy rzucasz zaklęcie o zasięgu dotyku, twój znajomy może dostarczyć dotyk. Znajomy musi znajdować się w promieniu 30 m (20) od ciebie i musi wykonać Reakcję, aby wykonać dotyk podczas rzucania zaklęcia. Walka. Znajomy jest sojusznikiem dla ciebie i twoich sojuszników. Rzuca własną Inicjatywą i działa we własnej turze. Znajomy nie może atakować, ale może wykonywać inne akcje. Zniknięcie znajomego. Gdy liczba punktów wytrzymałości familiara spadnie do 0, znika. Pojawia się ponownie po ponownym rzuceniu tego zaklęcia. Jako akcję magiczną możesz tymczasowo odrzucić znajomego do wymiaru kieszonkowego. Możesz też odrzucić go na zawsze. Jako akcję magiczną możesz sprawić, że w czasie, gdy jest tymczasowo odrzucony, pojawi się ponownie w niezajętej przestrzeni w promieniu 9 m (6) od ciebie. Za każdym razem, gdy familiar spadnie do 0 punktów wytrzymałości lub zniknie w wymiarze kieszonkowym, pozostawia w swojej przestrzeni wszystko, co miał na sobie lub przy sobie. Tylko jeden znajomy. Nie możesz mieć więcej niż jednego znajomego na raz. Jeśli rzucisz to zaklęcie, gdy masz znajomego, zamiast tego sprawisz, że przyjmie on nową kwalifikującą się formę."
"Znalezienie Lepszego Wierzchowca";"4";"10 Min.";"Natychmiastowy";"Przywoływania";"False";"9m (6)";"W, S";"";"Paladin";"";"Przywołujesz ducha, który przybiera postać wiernego, majestatycznego wierzchowca. Pojawiając się na niezajętej przestrzeni w zasięgu, duch przybiera wybraną przez ciebie postać: gryfa, pegaza, perytona, wilka, nosorożca lub tygrysa szablozębnego. Stworzenie to posiada statystyki określone w Podręczniku potworów dla wybranej formy, ale zamiast normalnego typu stworzenia jest niebianinem, feyem lub czartem (do wyboru). Dodatkowo, jeśli ma wynik Inteligencji równy 5 lub niższy, jego Inteligencja staje się równa 6 i zyskuje zdolność rozumienia jednego wybranego przez ciebie języka, którym mówisz.Kontrolujesz wierzchowca w walce. Gdy wierzchowiec znajduje się w odległości 1 mili od ciebie, możesz komunikować się z nim telepatycznie. Gdy na nim siedzisz, możesz sprawić, że każde rzucone przez ciebie zaklęcie, które jest skierowane tylko na ciebie, będzie również skierowane na wierzchowca.wierzchowiec tymczasowo znika, gdy jego liczba punktów życia spadnie do 0 lub gdy odrzucisz go w ramach akcji. Ponowne rzucenie tego zaklęcia przywołuje związanego wierzchowca, przywracając mu wszystkie punkty wytrzymałości i usuwając wszelkie warunki. Nie możesz mieć więcej niż jednego wierzchowca związanego tym zaklęciem lub znaleźć rumaka w tym samym czasie. Jako akcję możesz uwolnić wierzchowca z więzi, sprawiając, że zniknie on na stałe. Za każdym razem, gdy wierzchowiec zniknie, pozostaną po nim wszelkie przedmioty, które nosił. Smocze rumaki FTD p190[-] Za zgodą DM paladyn może przywołać ducha w postaci smoczego rumaka za pomocą zaklęcia find greater steed, które pojawia się w Xanathar's Guide to Everything."
"Znalezienie Wierzchowca";"2";"Akcja";"Natychmiastowy";"Przywoływania";"False";"9m (6)";"W, S";"Paladin";"";"";"Przywołujesz istotę z innego świata, która pojawia się jako lojalny rumak w wybranym przez ciebie wolnym miejscu w zasięgu. Ta istota używa bloku statystyk Otherworldly Steed. Jeśli posiadasz już rumaka z tego zaklęcia, zostanie on zastąpiony nowym. Rumak przypomina duże zwierzę, na którym można jeździć, takie jak koń, wielbłąd, wilk lub łoś. Za każdym razem, gdy rzucasz zaklęcie, wybierasz typ stworzenia rumaka -elestial, Fey lub Fiend - który determinuje pewne cechy w bloku statystyk. Walka. Rumak jest sojusznikiem gracza i jego sojuszników. W walce dzieli z tobą twoją inicjatywę i działa jak kontrolowany wierzchowiec, gdy go dosiadasz (zgodnie z zasadami walki konnej). Jeśli masz stan Incapacitated, rumak wykonuje swoją turę zaraz po twojej i działa niezależnie, skupiając się na ochronie ciebie. Zniknięcie rumaka. Rumak znika, jeśli jego liczba punktów wytrzymałości spadnie do 0 lub jeśli zginiesz. Kiedy znika, pozostawia po sobie wszystko, co miał na sobie lub niósł. Jeśli ponownie rzucisz to zaklęcie, zdecydujesz, czy przywołasz rumaka, który zniknął, czy innego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Użyj poziomu slotu na zaklęcie jako poziomu zaklęcia w bloku statystyk."
"Znalezienie pułapek";"2";"Akcja";"Natychmiastowy";"Wieszczenia";"False";"36m (24)";"W, S";"Cleric, Druid, Ranger";"";"Bard (Lore), Sorcerer (Divine Soul)";"Wyczuwasz każdą pułapkę znajdującą się w zasięgu wzroku. Pułapka, dla celów tego zaklęcia, obejmuje dowolny obiekt lub mechanizm, który został stworzony w celu spowodowania obrażeń lub innego niebezpieczeństwa. Zaklęcie to wyczuje więc zaklęcie Alarm, Glif Strzeżenia lub mechaniczną pułapkę, ale nie ujawni naturalnej słabości w podłodze, niestabilnego sufitu lub ukrytej zapadni. Zaklęcie to ujawnia obecność pułapki, ale nie jej lokalizację. Dowiadujesz się jednak, jaki jest ogólny charakter zagrożenia stwarzanego przez wyczuwaną pułapkę."
"Znalezienie ścieżki";"6";"1 Min.";"Koncentracja, do 1 dzień";"Wieszczenia";"False";"Na siebie";"W, S, M (zestaw narzędzi wróżbiarskich - takich jak karty lub runy - o wartości ponad 100 GP)";"Bard, Cleric, Druid";"";"Sorcerer (Divine Soul)";"Magicznie wyczuwasz najbardziej bezpośrednią fizyczną drogę do wskazanego miejsca. Musisz znać tę lokalizację, a zaklęcie nie powiedzie się, jeśli wskażesz miejsce docelowe na innej płaszczyźnie egzystencji, ruchome miejsce docelowe (takie jak ruchoma forteca) lub niesprecyzowane miejsce docelowe (takie jak ""legowisko zielonego smoka""). Przez cały czas trwania zaklęcia, dopóki znajdujesz się na tej samej płaszczyźnie egzystencji co miejsce docelowe, wiesz, jak daleko jest i w jakim kierunku leży. Za każdym razem, gdy staniesz przed wyborem ścieżki, wiesz, która z nich jest najbardziej bezpośrednia."
"Palec śmierci";"7";"Akcja";"Natychmiastowy";"Nekromancji";"False";"18m (12)";"W, S";"Sorcerer, Warlock, Wizard";"";"";"Uwalniasz negatywną energię w kierunku istoty, którą widzisz w zasięgu. Cel wykonuje rzut obronny na Wytrzymałość, otrzymując 7d8 + 30 obrażeń nekrotycznych w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Humanoid zabity tym zaklęciem powstaje na początku twojej następnej tury jako Zombie, który wykonuje twoje słowne rozkazy."
"Ognisty Pocisk";"0";"Akcja";"Natychmiastowy";"Wywoływania";"False";"36m (24)";"W, S";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Druid (Land (Arid Land)), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker)";"Ciskasz kulą ognia w istotę lub obiekt w zasięgu. Wykonaj dystansowy atak zaklęciem przeciwko celowi. Przy trafieniu cel otrzymuje 1 d10 obrażeń od ognia. Łatwopalny przedmiot trafiony tym zaklęciem zaczyna płonąć, jeśli nie jest noszony.

Na wyższych poziomach: Ulepszenie zaklęcia. Obrażenia wzrastają o 1d10 po osiągnięciu poziomów 5 (2d10), 11 (3d10) i 17 (4d10)."
"Tarcza ogniowa";"4";"Akcja";"10 min.";"Wywoływania";"False";"Na siebie";"W, S, M (odrobina fosforu lub świetlika)";"Druid, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Artificer (Armorer), Artificer (Battle Smith), Druid (Wildfire), Fighter (Eldritch Knight), Wizard (Evoker), Warlock (Fiend), Warlock (Genie (Efreeti)), Cleric (War)";"Mieniące się płomienie oplatają twoje ciało przez cały czas trwania, rzucając Jasne Światło w promieniu 3 m (2) i Przyćmione Światło na dodatkowe 3 m (2). Płomienie zapewniają ci ciepłą lub chłodną osłonę, w zależności od wyboru. Ciepła tarcza zapewnia odporność na obrażenia od zimna, a zimna tarcza zapewnia odporność na obrażenia od ognia. Dodatkowo, za każdym razem, gdy istota w promieniu 1,5 m (1) od ciebie trafi cię rzutem ataku wręcz, tarcza wybuchnie płomieniem. Atakujący otrzymuje 2d8 obrażeń od ognia od ciepłej tarczy lub 2d8 obrażeń od zimna od zimnej tarczy."
"Burza ogniowa";"7";"Akcja";"Natychmiastowy";"Wywoływania";"False";"45m (30)";"W, S";"Cleric, Druid, Sorcerer";"";"Sorcerer (Divine Soul)";"W zasięgu pojawia się burza ognia. Obszar burzy składa się z maksymalnie dziesięciu kostek o boku 3 m (2), które gracz układa w dowolny sposób. Każdy sześcian musi przylegać do co najmniej jednego innego sześcianu. Każda istota na tym obszarze wykonuje rzut obronny na Zręczność, otrzymując 7 d10 obrażeń od ognia w przypadku nieudanego rzutu obronnego lub o połowę mniej w przypadku udanego rzutu obronnego."
"Kula Ognia";"3";"Akcja";"Natychmiastowy";"Wywoływania";"False";"45m (30)";"W, S, M (kula nietoperzowego guana i siarki)";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Artificer (Artillerist), Druid (Land (Arid Land)), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker), Warlock (Fiend), Cleric (Light), Warlock (Genie (Efreeti))";"Jasna smuga mknie od ciebie do wybranego przez ciebie punktu w zasięgu, a następnie rozkwita z niskim rykiem w ognistą eksplozję. Każda istota w kuli o promieniu 6 m (4) wyśrodkowanej na tym punkcie wykonuje rzut obronny na Zręczność, otrzymując 8 d6 obrażeń od ognia w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d6 za każdy poziom slotu zaklęć powyżej 3."
"Ogniste Strzały";"3";"Akcja";"Koncentracja, do 1 godz.";"Przemiany";"False";"Dotyk";"W, S";"";"Artificer, Druid, Ranger, Sorcerer, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Dotykasz kołczanu zawierającego strzały lub bełty. Gdy cel zostanie trafiony atakiem z broni dystansowej przy użyciu amunicji wyciągniętej z kołczanu, otrzymuje dodatkowe 1d6 obrażeń od ognia. Magia zaklęcia kończy się na amunicji w momencie trafienia lub chybienia, a zaklęcie kończy się po wyciągnięciu z kołczanu dwunastu sztuk amunicji.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 4. poziomu lub wyższego, liczba sztuk amunicji, na które możesz wpłynąć tym zaklęciem, wzrasta o dwa za każdy poziom slotu powyżej 3. poziomu."
"Płomienne ostrze";"2";"Akcja dodatkowa";"Koncentracja, do 10 min.";"Wywoływania";"False";"Na siebie";"W, S, M (liść sumaka)";"Druid, Sorcerer";"";"Bard (Lore)";"Przywołujesz ogniste ostrze w wolnej ręce. Ostrze ma rozmiar i kształt zbliżony do sztyletu i działa przez cały czas. Jeśli puścisz ostrze, zniknie, ale możesz przywołać je ponownie jako akcję dodatkową. Jako akcję magiczną możesz wykonać atak zaklęciem w walce wręcz ognistym ostrzem. Przy trafieniu cel otrzymuje obrażenia od ognia równe 3d6 plus twój modyfikator umiejętności rzucania czarów.Ogniste ostrze rzuca Jasne Światło w promieniu 3 m (2) i Przyćmione Światło na dodatkowe 3 m (2).

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d6 za każdy poziom slotu zaklęć powyżej 2."
"Ognisty Cios";"5";"Akcja";"Natychmiastowy";"Wywoływania";"False";"18m (12)";"W, S, M (szczypta siarki)";"Cleric";"";"Druid (Wildfire), Sorcerer (Divine Soul), Cleric (Light), Paladin (Devotion), Paladin (Glory), Warlock (Celestial), Warlock (Fiend), Warlock (Genie (Efreeti)), Cleric (War)";"Z góry wystrzeliwuje pionowa kolumna świetlistego ognia. Każda istota w Cylindrze o promieniu 3 m (2) i wysokości 12 m (8) wyśrodkowanym na punkcie w zasięgu wykonuje rzut obronny na Zręczność, otrzymując 5 d6 obrażeń od ognia i 5 d6 obrażeń od promieniowania w przypadku nieudanego rzutu obronnego lub połowę tych obrażeń w przypadku udanego rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia od ognia i promieniowania zwiększają się o 1d6 za każdy slot zaklęć na poziomie wyższym niż 5."
"Płonąca kula";"2";"Akcja";"Koncentracja, do 1 min.";"Przywoływania";"False";"18m (12)";"W, S, M (kula wosku)";"Druid, Sorcerer, Wizard";"";"Artificer (Alchemist), Rogue (Arcane Trickster), Druid (Wildfire), Bard (Lore), Fighter (Eldritch Knight), Cleric (Light), Warlock (Celestial)";"Tworzysz kulę ognia o średnicy 1,5 m (1) w niezajętym miejscu na ziemi w twoim zasięgu. Utrzymuje się ona przez cały czas trwania zaklęcia. Każda istota, która zakończy swoją turę w promieniu 1,5 m (1) od kuli, wykonuje rzut obronny na Zręczność, otrzymując 2 d6 obrażeń od ognia w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Jeśli przemieścisz kulę w przestrzeń jakiejś istoty, ta istota wykona rzut obronny przeciwko kuli, a kula przestanie się poruszać na daną turę. Kiedy przemieścisz kulę, możesz skierować ją ponad bariery o wysokości do 1,5 m (1) i przeskoczyć przez doły o szerokości do 3 m (2). Łatwopalne przedmioty, które nie są noszone lub przenoszone, zaczynają płonąć, jeśli kula ich dotknie, a ona sama rzuca Jasne Światło w promieniu 6 m (4) i Przyćmione Światło na dodatkowe 6 m (4).

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d6 za każdy poziom slotu zaklęć powyżej 2."
"Ciało w Kamień";"6";"Akcja";"Koncentracja, do 1 min.";"Przemiany";"False";"18m (12)";"W, S, M (pióro karalucha)";"Druid, Sorcerer, Wizard";"";"";"Próbujesz zamienić w kamień jedną istotę, którą widzisz w swoim zasięgu. Cel wykonuje rzut obronny na Wytrzymałość. W przypadku nieudanego rzutu ochronnego, przez cały czas trwania testu będzie on pod wpływem efektu Skrępowania. Jeśli rzut się powiedzie, jego Szybkość wynosi 0 do początku twojej następnej tury. Konstruktom automatycznie udaje się wykonać rzut obronny. Skrępowany cel wykonuje kolejny rzut obronny na Wytrzymałość na koniec każdej swojej tury. Jeśli trzykrotnie uda mu się obronić przed tym zaklęciem, zaklęcie wygasa. Jeśli trzykrotnie nie uda mu się wykonać rzutu obronnego, zostaje zamieniony w kamień i przez cały czas trwania zaklęcia ma stan Petrified. Sukcesy i porażki nie muszą następować po sobie; śledź oba, dopóki cel nie zbierze trzech w swoim rodzaju. Jeśli utrzymasz koncentrację na tym zaklęciu przez cały możliwy czas trwania, cel zostanie skamieniały, dopóki stan ten nie zostanie zakończony przez Większe Przywrócenie lub podobną magię."
